time,heat
0,0.15548693178140757
1,0.16451618909307564
2,0.19070670961415528
3,0.20702391813378798
4,0.21017316420321502
5,0.20767646461664224
6,0.20723049874588723
7,0.20570641259911215
8,0.20461765297826293
9,0.20348899581430444
10,0.2003761008397103
11,0.1980336717531601
12,0.1995347059861387
13,0.195013871045821
14,0.19584196671835616
15,0.19334260729557606
16,0.17233699415456663
17,0.17110017031817848
18,0.17044230416290965
19,0.22548938769683896
20,0.24434142012201554
21,0.27498805290236894
22,0.3056001078120276
23,0.9411413711810294
24,0.9458457348196498
25,0.9519491723033029
26,0.957309628873054
27,0.9621593968910062
28,0.9693879450903413
29,0.9752067800998148
30,0.9815407367214327
31,0.9796549128504667
32,0.979296721574552
33,0.983205794187194
34,0.9895672357829538
35,0.9881096455413609
36,0.9899139011019702
37,0.994111122637068
38,1.0
39,0.9971655012151018
40,0.9970546747064649
41,0.9967363809736597
42,0.9962327853184134
43,0.9900921101278584
44,0.9799173500229189
45,0.9776644687553474
46,0.9763256845310132
47,0.9709528153922948
48,0.9639929106498956
49,0.9585650715628932
50,0.9582352518731897
51,0.9501591025357992
52,0.9385976811547945
53,0.9365327616458712
54,0.9342692410334705
55,0.9280008937049656
56,0.9164226266946481
57,0.9090584268487413
58,0.9397946074480733
59,0.9363953367751614
60,0.9180203016431582
61,0.8943495326224478
62,0.9032945617875517
63,0.891360763337527
64,0.880372093353158
65,0.8675295175323103
66,0.8457942226584354
67,0.8299345059664559
68,0.8219780492583934
69,0.8130250405846675
70,0.8034682490918876
71,0.7937988578663326
72,0.7879986417103102
73,0.7786227190796258
74,0.7707921612853748
75,0.7629819955687129
76,0.7554387000848488
77,0.7486836027304106
78,0.7420996215053077
79,0.7332973368833281
80,0.7264207736754237
81,0.7204866790969678
82,0.7141589287598337
83,0.7065243122328527
84,0.7005095359561092
85,0.6931320369291659
86,0.6865977059799324
87,0.6799906728410331
88,0.6731469142796853
89,0.6674291530460887
90,0.6602369559415865
91,0.6531422861646846
92,0.6467861642413394
93,0.6438896026116046
94,0.6372196200157995
95,0.6333114340152267
96,0.6207623267892497
97,0.614458514977981
98,0.6056730759853142
99,0.5988390701567264
100,0.5908187773796889
101,0.5835636308182809
102,0.5766471700672673
103,0.5677987816176947
104,0.5609275380822049
105,0.5527946455723923
106,0.5456893364506614
107,0.5266466824306293
108,0.5203756752659171
109,0.5144557664805668
110,0.5090846705659865
111,0.5031505759875307
112,0.49780873827123057
113,0.49213264780488153
114,0.48662678685579874
115,0.48219904618273607
116,0.47662491610433294
117,0.4714799062673721
118,0.4657452994044627
119,0.460045270412248
120,0.4542459408682947
121,0.44927559360894553
122,0.44306576267700104
123,0.4377079659434572
124,0.4324654287788958
125,0.4274746894419575
126,0.42124712626863103
127,0.4163636669920533
128,0.41097306561195296
129,0.4062465366716051
130,0.4013355924208854
131,0.3952534336268906
132,0.3949847901699547
133,0.39362295403182407
134,0.39118654406594977
135,0.39467890900611674
136,0.3896340863329636
137,0.3852896871943959
138,0.38326732506478917
139,0.37874914996067877
140,0.375203588296366
141,0.3630250849152709
142,0.3540543440001631
143,0.3490166142235628
144,0.3468949515422174
145,0.3441650729814725
146,0.33518191949739734
147,0.3294818905051827
148,0.33079496297951305
149,0.3343254522386511
150,0.3294437661862116
151,0.3270064696082682
152,0.3209996728401465
153,0.3183877136845913
154,0.3132444770717686
155,0.31062187857138424
156,0.30906055471770716
157,0.30317877025132794
158,0.30465763918257915
159,0.3004790365009323
160,0.29943372087146874
161,0.29519926162946886
162,0.29196578741347773
163,0.29070147860294765
164,0.2889929771458007
165,0.2877836382835545
166,0.2860157338177782
167,0.28351194133465263
168,0.2811615327394806
169,0.27919591378229597
170,0.2784972634718487
171,0.275833880816286
172,0.27419985477294306
173,0.2718822508243276
174,0.2709814529621266
175,0.26589850597000236
176,0.2646350837715413
177,0.26309060554717706
178,0.24911227966581817
179,0.2744676116178099
180,0.25767961208948753
181,0.2558460983305981
182,0.25400726489929415
183,0.2533228003819525
184,0.25115858032129046
185,0.24979763079522896
186,0.2482345337174137
187,0.24726989978623784
188,0.24128881476811992
189,0.2348014742585485
190,0.2290331761370135
191,0.22654179622285525
192,0.22504253521401485
193,0.2225582481964094
194,0.22093397488582653
195,0.21748416732497614
196,0.21609395960063446
197,0.2164353052472362
198,0.21574818089368725
199,0.21212991703970868
200,0.2114667312120253
201,0.20959066007381932
202,0.20811888403912088
203,0.20357765702121397
204,0.20452367209893882
205,0.20217946978825044
206,0.20212361322789743
207,0.19953027292579323
208,0.1999638262275809
209,0.19823759252905207
210,0.19611149678736117
211,0.1940208655284341
212,0.19130694598493292
213,0.18983428333816538
214,0.18728172719123956
215,0.18562642245823835
216,0.1846041587425713
217,0.18287703843197337
218,0.1825144140957133
219,0.18077842766442442
220,0.18058159978508523
221,0.17639235775860923
222,0.17640743016378385
223,0.17456061722385802
224,0.17496934538771103
225,0.1742511896117437
226,0.17265617449944098
227,0.1717819749993129
228,0.170139082835279
229,0.16835699257639714
230,0.1667885758261673
231,0.1651288380328206
232,0.16457647871377415
233,0.16324478738599277
234,0.1617561657219815
235,0.1607862121183911
236,0.16409593497232441
237,0.164314928153391
238,0.1654808230242515
239,0.16397624234299651
240,0.16652436542957685
241,0.16659618100717358
242,0.16592412905879922
243,0.16387162211884326
244,0.16313218765321766
245,0.1623856602910393
246,0.16289457561870008
247,0.15954761505786474
248,0.1590289469974439
249,0.15525907247965004
250,0.15473153829853825
251,0.15262051496202197
252,0.1493409369184379
253,0.1463379818404116
254,0.14656406791803095
255,0.14295998985715794
256,0.14541058561613776
257,0.14552318534891287
258,0.14797289449582363
259,0.14711288078880103
260,0.1484436855045133
261,0.14625286708177843
262,0.148580223763154
263,0.14850663496141908
264,0.146824731866345
265,0.1447757713746654
266,0.14256190103813407
267,0.1404473312533414
268,0.1408817711671982
269,0.14060160175336403
270,0.13939492272732512
271,0.1372909922873616
272,0.13663223952002368
273,0.13478453996802878
274,0.13664376547692192
275,0.1344635863990162
276,0.13528990884741318
277,0.1353643842612172
278,0.13468435280422097
279,0.1346967653731883
280,0.13246516279527507
281,0.13052082252774874
282,0.1320502283469384
283,0.1324394510452713
284,0.13233128437284164
285,0.12952515717415455
286,0.1299861954500842
287,0.12916607928617088
288,0.12742388657039833
289,0.12642644799266595
290,0.12630054907885438
291,0.1255557949408142
292,0.12547511324252653
293,0.1250326938200479
294,0.12396964594920244
295,0.1240946582509449
296,0.12322134536288588
297,0.12139315127641107
298,0.12268317183694495
299,0.1253829055873406
300,0.1264353141133569
301,0.12772799451009806
302,0.12064839713837089
303,0.11931315936231314
304,0.11739541745685968
305,0.11657352806880819
306,0.11790521939658956
307,0.11834852543113729
308,0.11828202952595512
309,0.1179167453534878
310,0.11744506773272902
311,0.12084788485391736
312,0.12091349414703043
313,0.12208736852651281
314,0.11931493258645133
315,0.11788394070693127
316,0.1184416196983923
317,0.12006943945725156
318,0.12118657066431182
319,0.12155628789712462
320,0.12228774285412837
321,0.12080444086253168
322,0.12058810751767239
323,0.12005880011242241
324,0.11859411697427673
325,0.11750003768101294
326,0.11579774250834966
327,0.11439600882710976
328,0.113181350292449
329,0.11255894861994398
330,0.11139837342149804
331,0.11061283512827946
332,0.11028922172305963
333,0.10966504682641642
334,0.10961539655054708
335,0.10992837061093778
336,0.11037699631790007
337,0.11084424087831338
338,0.11154732424910607
339,0.11255983523201307
340,0.11191970131812616
341,0.11176543081810356
342,0.11157214938704074
343,0.11173617261982341
344,0.1106243610851777
345,0.1107032695593272
346,0.11143738435253824
347,0.11192856743881711
348,0.11193654694743897
349,0.11303062624070276
