time,heat
0,0.06241056999089743
1,0.06647794066728241
2,0.07245092665133164
3,0.0766743174952005
4,0.08008840586602456
5,0.0861406534324854
6,0.09170565085022649
7,0.1003393230059663
8,0.11005679300962903
9,0.12473270074247245
10,0.1307106927212003
11,0.1413117207856408
12,0.15118771395412672
13,0.16101030984604064
14,0.16915589752061427
15,0.17057175968221946
16,0.17227129487561355
17,0.2015838967163178
18,0.21845827044552518
19,0.23318423812515487
20,0.24793440144573126
21,0.27378035197148587
22,0.29356821460365456
23,0.30972005643424666
24,0.3270040873946551
25,0.3460861047771373
26,0.3654609728483192
27,0.38725206768438536
28,0.9001787974432717
29,0.9041710781994772
30,0.9071354613816712
31,0.9103501442977966
32,0.916536719388134
33,0.9213466459418487
34,0.9262775507002969
35,0.9346834500981592
36,0.9388425973436524
37,0.943257884650202
38,0.9470849675820128
39,0.9506342178091598
40,0.9534267285073876
41,0.9561433149529895
42,0.9585461923987308
43,0.9602332126054284
44,0.9615539608681396
45,0.9602540709165893
46,0.9581432098271013
47,0.9556777574478772
48,0.9575024425082369
49,0.9569000544819087
50,0.9559180451924513
51,0.9554458130277674
52,0.9568650125191583
53,0.9579246147261345
54,0.9575283068140765
55,0.9583834975716754
56,0.961817609921214
57,0.9645567233428698
58,0.9683838062746806
59,0.9698772613538045
60,0.9728675088418381
61,0.975780163412353
62,0.9768122326485967
63,0.9770425084038136
64,0.9798275101100234
65,0.9817247820932233
66,0.9825415935582861
67,0.9824047630370702
68,0.983966633376802
69,0.9858989473227523
70,0.9845006061425223
71,0.9830947559702744
72,0.9844672328446649
73,0.9852782039826025
74,0.9865589042878847
75,0.9861083647668083
76,0.9875359075826635
77,0.9893013550393263
78,0.9885170825396746
79,0.9910884951395963
80,0.9983513590858386
81,1.0
82,0.995980186273062
83,0.9924809959927012
84,0.9921664526603942
85,0.9909766945917736
86,0.9906329496238412
87,0.9882751261302076
88,0.988647238401319
89,0.9875392449124494
90,0.9856386355994637
91,0.9844288535521287
92,0.98549429608623
93,0.98619930700347
94,0.982206191914818
95,0.980954693245161
96,0.9830255063772201
97,0.9835386208317793
98,0.9830680573319884
99,0.9841001265682321
100,0.9850379162380284
101,0.9848944110572411
102,0.9840075156666775
103,0.9817189417660982
104,0.9788421634907802
105,0.9792401400677311
106,0.9771167639915466
107,0.9740831312162982
108,0.9712355545766055
109,0.9694876281013179
110,0.9679758177083725
111,0.9658015473529552
112,0.9666759277568221
113,0.9647127435103536
114,0.9620295303626092
115,0.9589833826006643
116,0.9593087722547751
117,0.958186595114316
118,0.9568608408569261
119,0.9557194740701991
120,0.9541459230762172
121,0.9535652276934963
122,0.9527208832577011
123,0.9502888041763345
124,0.9507243257133751
125,0.9479551763236476
126,0.9459035528378567
127,0.9431310661183434
128,0.9416342737094338
129,0.9411153189277494
130,0.9407215140130306
131,0.9393874164311763
132,0.9390394998010118
133,0.9389443859021178
134,0.9380391351977326
135,0.9376570109372641
136,0.9391179270509769
137,0.9379315063121422
138,0.9365773847515734
139,0.9345316015929075
140,0.9352182571963259
141,0.9338140756889709
142,0.9326918985485119
143,0.9335963149204506
144,0.9327477988224232
145,0.9312685273948887
146,0.9313269306661394
147,0.9313961802591937
148,0.930693672339293
149,0.9291126123532931
150,0.9277609937900636
151,0.926900797037786
152,0.9263142613279403
153,0.9255107991820205
154,0.9250302236928722
155,0.9236360541748744
156,0.9247874329509588
157,0.9249976847274611
158,0.9255124678469133
159,0.9256743283415223
160,0.9261165245381344
161,0.9247281953472617
162,0.9268190324580352
163,0.9256100847431465
164,0.9249467904482285
165,0.923985639469932
166,0.9238463059513767
167,0.9237278307439826
168,0.9245730095122242
169,0.9255216455038242
170,0.9246272411212427
171,0.9231563130181726
172,0.9226482045582919
173,0.9219849102633737
174,0.9216720355959594
175,0.9203587963252662
176,0.9216127979922624
177,0.9204555788890529
178,0.9195511625171142
179,0.9175537706403418
180,0.9175762976163956
181,0.9159485150133952
182,0.5083162086598702
183,0.5076696010138808
184,0.47504720235815723
185,0.5187053162829155
186,0.48771153456263877
187,0.4784521130720705
188,0.47216458375571413
189,0.46453544786548556
190,0.45616125310058797
191,0.447125432705665
192,0.44226628053761047
193,0.4334916061984226
194,0.4285148131554203
195,0.4256105019093698
196,0.4238542321096179
197,0.4176568106974769
198,0.41973513282155384
199,0.42144301133941225
200,0.4151304520496628
201,0.41413759643840165
202,0.4111707102588683
203,0.40978404973288846
204,0.4079994126299577
205,0.40490654225101225
206,0.3992247382907699
207,0.3925592563761771
208,0.3857369199616541
209,0.3798707285307489
210,0.3759885796574732
211,0.3741880902380601
212,0.3716951048881035
213,0.36639876251811543
214,0.35954221847328843
215,0.3573596047934068
216,0.3522843605217248
217,0.35093441062338815
218,0.3490446476322062
219,0.34944429287405
220,0.3460168551840829
221,0.34179513300510694
222,0.3370444440550893
223,0.3363844870899569
224,0.33503704018895963
225,0.33220615019819566
226,0.33073689076001844
227,0.32529370587945733
228,0.32398463827099616
229,0.32038866542684863
230,0.31880760544084874
231,0.3158682522320479
232,0.31003626843144666
233,0.30599059039866905
234,0.3029486142989563
235,0.29892296024489323
236,0.29665607898792135
237,0.29383603531896113
238,0.28481690157296696
239,0.287082114165046
240,0.2856103517295294
241,0.28136193091226747
242,0.2795672818199794
243,0.27841256571410933
244,0.2772211389805959
245,0.2734916729450183
246,0.27732292753906135
247,0.2769232822972176
248,0.27555748008239866
249,0.2711255061269203
250,0.27169118352560523
251,0.27077174916963065
252,0.2721058467514849
253,0.27370192472152066
254,0.2679325158544023
255,0.27048640747294883
256,0.27107294318279473
257,0.2708852183823462
258,0.2693967692979009
259,0.27047222382135944
260,0.2700150096407114
261,0.269355052675579
262,0.27219762332059305
263,0.27031119765919687
264,0.27369024406727055
